a	b	v1~va
4	4	12	22	87	149	
4	4	12	24	89	151	
4	4	12	37	44	105	
4	4	12	37	48	105	
4	4	12	44	48	105	
4	4	12	74	94	109	
4	4	12	74	94	112	
4	4	12	74	109	112	
4	4	13	15	90	152	
4	4	13	23	88	150	
4	4	13	25	90	152	
4	4	13	38	45	106	
4	4	13	38	49	106	
4	4	13	45	49	106	
4	4	13	75	95	110	
4	4	13	75	95	113	
4	4	13	75	110	113	
4	4	14	16	91	153	
4	4	14	24	89	151	
4	4	14	26	91	153	
4	4	14	39	46	107	
4	4	14	39	50	107	
4	4	14	46	50	107	
4	4	14	76	96	111	
4	4	14	76	96	114	
4	4	14	76	111	114	
4	4	15	17	92	154	
4	4	15	25	90	152	
4	4	15	27	92	154	
4	4	15	40	47	108	
4	4	15	40	51	108	
4	4	15	47	51	108	
4	4	15	77	97	112	
4	4	15	77	97	115	
4	4	15	77	112	115	
4	4	16	18	62	124	
4	4	16	26	91	153	
4	4	16	28	62	124	
4	4	16	41	48	109	
4	4	16	41	52	109	
4	4	16	48	52	109	
4	4	16	78	98	113	
4	4	16	78	98	116	
4	4	16	78	113	116	
4	4	17	19	63	125	
4	4	17	27	92	154	
4	4	17	29	63	125	
4	4	17	42	49	110	
4	4	17	42	53	110	
4	4	17	49	53	110	
4	4	17	79	99	114	
4	4	17	79	99	117	
4	4	17	79	114	117	
4	4	18	20	64	126	
4	4	18	28	62	124	
4	4	18	30	64	126	
4	4	18	43	50	111	
4	4	18	43	54	111	
4	4	18	50	54	111	
4	4	18	80	100	115	
4	4	18	80	100	118	
4	4	18	80	115	118	
4	4	19	21	65	127	
4	4	19	29	63	125	
4	4	19	44	51	112	
4	4	19	44	55	112	
4	4	19	51	55	112	
4	4	19	81	101	116	
4	4	19	81	101	119	
4	4	19	81	116	119	
4	4	20	22	66	128	
4	4	20	30	64	126	
4	4	20	45	52	113	
4	4	20	45	56	113	
4	4	20	52	56	113	
4	4	20	82	102	117	
4	4	20	82	102	120	
4	4	20	82	117	120	
4	4	21	23	67	129	
4	4	21	46	53	114	
4	4	21	46	57	114	
4	4	21	53	57	114	
4	4	21	83	103	118	
4	4	21	83	103	121	
4	4	21	83	118	121	
4	4	22	24	68	130	
4	4	22	47	54	115	
4	4	22	47	58	115	
4	4	22	54	58	115	
4	4	22	84	104	119	
4	4	22	84	104	122	
4	4	22	84	119	122	
4	4	23	25	69	131	
4	4	23	48	55	116	
4	4	23	48	59	116	
4	4	23	55	59	116	
4	4	23	85	105	120	
4	4	23	85	105	123	
4	4	23	85	120	123	
4	4	24	26	70	132	
4	4	24	49	56	117	
4	4	24	49	60	117	
4	4	24	56	60	117	
4	4	24	86	93	106	
4	4	24	86	93	121	
4	4	24	86	106	121	
4	4	25	27	71	133	
4	4	25	50	57	118	
4	4	25	50	61	118	
4	4	25	57	61	118	
4	4	25	87	94	107	
4	4	25	87	94	122	
4	4	25	87	107	122	
4	4	26	28	72	134	
4	4	26	31	51	119	
4	4	26	31	58	119	
4	4	26	51	58	119	
4	4	26	88	95	108	
4	4	26	88	95	123	
4	4	26	88	108	123	
4	4	27	29	73	135	
4	4	27	32	52	120	
4	4	27	32	59	120	
4	4	27	52	59	120	
4	4	27	89	93	96	
4	4	27	89	93	109	
4	4	27	89	96	109	
4	4	28	30	74	136	
4	4	28	33	53	121	
4	4	28	33	60	121	
4	4	28	53	60	121	
4	4	28	90	94	97	
4	4	28	90	94	110	
4	4	28	90	97	110	
4	4	29	34	54	122	
4	4	29	34	61	122	
4	4	29	54	61	122	
4	4	29	91	95	98	
4	4	29	91	95	111	
4	4	29	91	98	111	
4	4	30	31	35	123	
4	4	30	31	55	123	
4	4	30	35	55	123	
4	4	30	92	96	99	
4	4	30	92	96	112	
4	4	30	92	99	112	
4	4	31	64	72	124	
4	4	31	64	81	124	
4	4	31	72	81	124	
4	4	31	93	132	133	
4	4	31	93	132	138	
4	4	31	93	133	138	
4	4	32	65	73	125	
4	4	32	65	82	125	
4	4	32	73	82	125	
4	4	32	94	133	134	
4	4	32	94	133	139	
4	4	32	94	134	139	
4	4	33	66	74	126	
4	4	33	66	83	126	
4	4	33	74	83	126	
4	4	33	95	134	135	
4	4	33	95	134	140	
4	4	33	95	135	140	
4	4	34	67	75	127	
4	4	34	67	84	127	
4	4	34	75	84	127	
4	4	34	96	135	136	
4	4	34	96	135	141	
4	4	34	96	136	141	
4	4	35	68	76	128	
4	4	35	68	85	128	
4	4	35	76	85	128	
4	4	35	97	136	137	
4	4	35	97	136	142	
4	4	35	97	137	142	
4	4	36	69	77	129	
4	4	36	69	86	129	
4	4	36	77	86	129	
4	4	36	98	137	138	
4	4	36	98	137	143	
4	4	36	98	138	143	
4	4	37	70	78	130	
4	4	37	70	87	130	
4	4	37	78	87	130	
4	4	37	99	138	139	
4	4	37	99	138	144	
4	4	37	99	139	144	
4	4	38	71	79	131	
4	4	38	71	88	131	
4	4	38	79	88	131	
4	4	38	100	139	140	
4	4	38	100	139	145	
4	4	38	100	140	145	
4	4	39	72	80	132	
4	4	39	72	89	132	
4	4	39	80	89	132	
4	4	39	101	140	141	
4	4	39	101	140	146	
4	4	39	101	141	146	
4	4	40	73	81	133	
4	4	40	73	90	133	
4	4	40	81	90	133	
4	4	40	102	141	142	
4	4	40	102	141	147	
4	4	40	102	142	147	
4	4	41	74	82	134	
4	4	41	74	91	134	
4	4	41	82	91	134	
4	4	41	103	142	143	
4	4	41	103	142	148	
4	4	41	103	143	148	
4	4	42	75	83	135	
4	4	42	75	92	135	
4	4	42	83	92	135	
4	4	42	104	143	144	
4	4	42	104	143	149	
4	4	42	104	144	149	
4	4	43	62	76	136	
4	4	43	62	84	136	
4	4	43	76	84	136	
4	4	43	105	144	145	
4	4	43	105	144	150	
4	4	43	105	145	150	
4	4	44	63	77	137	
4	4	44	63	85	137	
4	4	44	77	85	137	
4	4	44	106	145	146	
4	4	44	106	145	151	
4	4	44	106	146	151	
4	4	45	64	78	138	
4	4	45	64	86	138	
4	4	45	78	86	138	
4	4	45	107	146	147	
4	4	45	107	146	152	
4	4	45	107	147	152	
4	4	46	65	79	139	
4	4	46	65	87	139	
4	4	46	79	87	139	
4	4	46	108	147	148	
4	4	46	108	147	153	
4	4	46	108	148	153	
4	4	47	66	80	140	
4	4	47	66	88	140	
4	4	47	80	88	140	
4	4	47	109	148	149	
4	4	47	109	148	154	
4	4	47	109	149	154	
4	4	48	67	81	141	
4	4	48	67	89	141	
4	4	48	81	89	141	
4	4	48	110	124	149	
4	4	48	110	124	150	
4	4	48	110	149	150	
4	4	49	68	82	142	
4	4	49	68	90	142	
4	4	49	82	90	142	
4	4	49	111	125	150	
4	4	49	111	125	151	
4	4	49	111	150	151	
4	4	50	69	83	143	
4	4	50	69	91	143	
4	4	50	83	91	143	
4	4	50	112	126	151	
4	4	50	112	126	152	
4	4	50	112	151	152	
4	4	51	70	84	144	
4	4	51	70	92	144	
4	4	51	84	92	144	
4	4	51	113	127	152	
4	4	51	113	127	153	
4	4	51	113	152	153	
4	4	52	62	71	145	
4	4	52	62	85	145	
4	4	52	71	85	145	
4	4	52	114	128	153	
4	4	52	114	128	154	
4	4	52	114	153	154	
4	4	53	63	72	146	
4	4	53	63	86	146	
4	4	53	72	86	146	
4	4	53	115	124	129	
4	4	53	115	124	154	
4	4	53	115	129	154	
4	4	54	64	73	147	
4	4	54	64	87	147	
4	4	54	73	87	147	
4	4	54	116	124	125	
4	4	54	116	124	130	
4	4	54	116	125	130	
4	4	55	65	74	148	
4	4	55	65	88	148	
4	4	55	74	88	148	
4	4	55	117	125	126	
4	4	55	117	125	131	
4	4	55	117	126	131	
4	4	56	66	75	149	
4	4	56	66	89	149	
4	4	56	75	89	149	
4	4	56	118	126	127	
4	4	56	118	126	132	
4	4	56	118	127	132	
4	4	57	67	76	150	
4	4	57	67	90	150	
4	4	57	76	90	150	
4	4	57	119	127	128	
4	4	57	119	127	133	
4	4	57	119	128	133	
4	4	58	68	77	151	
4	4	58	68	91	151	
4	4	58	77	91	151	
4	4	58	120	128	129	
4	4	58	120	128	134	
4	4	58	120	129	134	
4	4	59	69	78	152	
4	4	59	69	92	152	
4	4	59	78	92	152	
4	4	59	121	129	130	
4	4	59	121	129	135	
4	4	59	121	130	135	
4	4	60	62	70	153	
4	4	60	62	79	153	
4	4	60	70	79	153	
4	4	60	122	130	131	
4	4	60	122	130	136	
4	4	60	122	131	136	
4	4	61	63	71	154	
4	4	61	63	80	154	
4	4	61	71	80	154	
4	4	61	123	131	132	
4	4	61	123	131	137	
4	4	61	123	132	137	
